date,engine,engine_version,suite,assembly,instance_type,run_index,wall_time_sec,peak_rss_mb,pct_cpu,major_page_faults,minor_page_faults,cache_state,notes
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,9,129.000,704.1,107,21,205476,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=9
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,10,123.070,703.1,107,30,204601,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=10
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,11,123.740,706.1,107,25,204188,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=11
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,12,131.860,704.6,107,21,201602,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=12
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,13,132.120,703.1,107,28,203020,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=13
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,14,130.770,704.8,107,20,202376,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=14
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,15,122.990,704.3,107,26,200221,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=15
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,16,123.260,707.1,107,28,202851,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=16
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,17,126.120,704.8,107,35,205389,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=17
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,18,124.150,703.0,107,26,202861,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=18
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,19,134.740,705.9,107,36,203261,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=19
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,20,125.830,705.4,107,32,200251,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;clone_run_index=20
2026-09-18,fastvep,0.3.0,1kg_integrated_chr21_multisample,GRCh37,r8id.8xlarge,median_of_20,127.560,704.8,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s05m;p5=121.698;p25=123.328;p75=130.897;p95=134.609;min=121.630;max=134.740;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.106
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,1,17.940,2214.3,238,213,633217,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=1
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,2,17.530,2211.7,244,174,629259,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=2
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,3,17.550,2213.3,243,207,628731,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=3
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,4,17.220,2216.6,246,181,629865,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=4
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,5,17.110,2215.6,245,159,629173,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=5
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,6,17.430,2216.6,243,246,631935,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=6
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,7,17.260,2208.7,244,220,633260,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=7
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,8,17.460,2216.2,246,212,633743,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=8
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,9,17.420,2216.7,243,179,637853,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=9
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,10,17.640,2211.2,238,191,630273,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=10
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,11,17.190,2216.6,245,190,633431,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=11
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,12,17.670,2216.6,243,203,629689,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=12
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,13,17.580,2208.7,244,162,629239,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=13
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,14,17.480,2216.6,246,222,629763,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=14
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,15,17.340,2217.9,243,203,632225,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=15
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,16,17.010,2216.1,245,186,638722,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=16
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,17,17.840,2216.6,240,164,634299,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=17
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,18,17.220,2215.5,244,154,633723,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=18
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,19,17.860,2216.7,238,189,633251,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=19
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,20,17.300,2218.1,244,187,634150,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=20
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8gd.8xlarge,median_of_20,17.445,2216.4,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;p5=17.015;p25=17.230;p75=17.625;p95=17.936;min=17.010;max=17.940;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.054
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,1,14.970,2209.4,255,13,628744,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=1
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,2,14.700,2217.4,261,7,632029,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=2
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,3,14.680,2216.2,261,12,633458,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=3
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,4,14.510,2217.4,262,10,633954,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=4
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,5,14.440,2209.3,268,7,629008,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=5
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,6,14.500,2217.3,263,5,631341,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=6
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,7,14.630,2209.4,262,4,629299,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=7
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,8,15.000,2209.3,260,4,628693,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=8
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,9,14.870,2217.0,264,4,636246,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=9
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,10,14.520,2209.5,263,14,626977,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=10
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,11,14.200,2214.1,268,4,631702,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=11
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,12,14.740,2216.3,260,29,629649,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=12
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,13,14.610,2217.4,265,22,632069,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=13
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,14,14.790,2217.4,266,7,631270,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=14
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,15,14.170,2218.7,267,5,632401,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=15
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,16,14.400,2216.8,267,7,636191,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=16
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,17,14.630,2216.8,261,5,629518,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=17
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,18,14.160,2215.3,272,10,628973,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=18
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,19,14.510,2218.7,263,10,631939,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=19
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,20,14.580,2216.9,263,12,636054,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;clone_run_index=20
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21,GRCh38,r8id.8xlarge,median_of_20,14.595,2216.8,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=sites_only;local_nvme=true;n_timed=20;suite_id=s06;p5=14.161;p25=14.455;p75=14.730;p95=14.999;min=14.160;max=15.000;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.059
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,1,204.630,2266.7,112,133,680754,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=1
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,2,200.280,2258.9,112,118,678609,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=2
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,3,206.560,2258.3,112,122,676133,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=3
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,4,200.550,2259.9,112,109,677069,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=4
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,5,206.390,2260.8,112,136,671852,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=5
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,6,199.630,2260.3,112,155,673046,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=6
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,7,203.480,2264.2,112,169,668787,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=7
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,8,200.630,2266.3,112,174,670806,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=8
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,9,204.310,2260.6,112,131,675627,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=9
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,10,200.370,2260.3,112,158,672461,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=10
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,11,204.300,2258.2,112,150,668381,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=11
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,12,200.630,2260.7,112,147,680278,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=12
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,13,204.750,2258.3,112,137,678399,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=13
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,14,200.710,2259.4,113,130,678535,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=14
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,15,201.630,2256.1,112,119,670481,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=15
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,16,199.420,2262.6,112,172,668656,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=16
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,17,201.550,2259.1,112,107,675140,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=17
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,18,201.160,2263.7,112,107,680456,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=18
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,19,202.100,2260.1,112,115,679845,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=19
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,20,208.720,2260.6,112,120,678497,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=20
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8gd.8xlarge,median_of_20,201.590,2260.3,,,,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=arm64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;p5=199.431;p25=200.570;p75=204.550;p95=208.612;min=199.420;max=208.720;n_clones=20;warmup_run_discarded_per_clone=1;p95_p5_ratio=1.046
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,1,158.070,2260.6,115,53,675124,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=1
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,2,156.180,2259.0,116,41,683210,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=2
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,3,155.890,2262.5,115,49,671125,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=3
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,4,149.750,2262.8,116,18,670290,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=4
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,5,152.470,2262.9,116,29,674686,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=5
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,6,149.850,2258.0,116,48,673701,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=6
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,7,153.160,2261.3,115,44,669878,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=7
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,8,157.520,2258.6,116,20,669833,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=8
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,9,154.640,2258.0,116,30,671810,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=9
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,10,154.550,2262.1,116,37,673425,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=10
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,11,150.460,2260.7,116,21,674312,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=11
2026-09-18,fastvep,0.3.0,1kg_highcov_chr21_multisample,GRCh38,r8id.8xlarge,12,158.110,2260.6,115,21,672120,warm,methodology=cross_instance_parallel_clone;sweep_id=sweep-20260918T224520Z;arch=x86_64;condition=with_gt;local_nvme=true;n_timed=20;suite_id=s06m;clone_run_index=12
