transcript_id	contig	feature_type	biotype
ENST00000624142	20	unconfirmed_transcript	TEC
ENST00000624143	16	unconfirmed_transcript	TEC
ENST00000624147	17	unconfirmed_transcript	TEC
ENST00000624148	17	unconfirmed_transcript	TEC
ENST00000624149	2	unconfirmed_transcript	TEC
ENST00000624150	11	unconfirmed_transcript	TEC
ENST00000624151	16	unconfirmed_transcript	TEC
ENST00000624152	17	unconfirmed_transcript	TEC
ENST00000624154	7	unconfirmed_transcript	TEC
ENST00000624156	5	unconfirmed_transcript	TEC
ENST00000624158	15	unconfirmed_transcript	TEC
ENST00000624160	7	unconfirmed_transcript	TEC
ENST00000624164	21	unconfirmed_transcript	TEC
ENST00000624169	19	unconfirmed_transcript	TEC
ENST00000624171	17	unconfirmed_transcript	TEC
ENST00000624172	15	unconfirmed_transcript	TEC
ENST00000624174	20	unconfirmed_transcript	TEC
ENST00000624175	1	unconfirmed_transcript	TEC
ENST00000624177	18	unconfirmed_transcript	TEC
ENST00000624179	16	unconfirmed_transcript	TEC
ENST00000624180	11	unconfirmed_transcript	TEC
ENST00000624182	11	unconfirmed_transcript	TEC
ENST00000624183	2	unconfirmed_transcript	TEC
ENST00000624186	17	unconfirmed_transcript	TEC
ENST00000624188	15	unconfirmed_transcript	TEC
ENST00000624189	3	unconfirmed_transcript	TEC
ENST00000624190	8	unconfirmed_transcript	TEC
ENST00000624194	18	unconfirmed_transcript	TEC
ENST00000624195	10	unconfirmed_transcript	TEC
ENST00000624196	6	unconfirmed_transcript	TEC
ENST00000624199	19	unconfirmed_transcript	TEC
ENST00000624201	10	unconfirmed_transcript	TEC
ENST00000624202	16	unconfirmed_transcript	TEC
ENST00000624203	11	unconfirmed_transcript	TEC
ENST00000624205	16	unconfirmed_transcript	TEC
ENST00000624206	5	unconfirmed_transcript	TEC
ENST00000624209	17	unconfirmed_transcript	TEC
ENST00000624211	7	unconfirmed_transcript	TEC
ENST00000624212	18	unconfirmed_transcript	TEC
ENST00000624214	3	unconfirmed_transcript	TEC
ENST00000624216	1	unconfirmed_transcript	TEC
ENST00000624218	5	unconfirmed_transcript	TEC
ENST00000624220	11	unconfirmed_transcript	TEC
ENST00000624221	5	unconfirmed_transcript	TEC
ENST00000624222	3	unconfirmed_transcript	TEC
ENST00000624223	5	unconfirmed_transcript	TEC
ENST00000624225	2	unconfirmed_transcript	TEC
ENST00000624228	19	unconfirmed_transcript	TEC
ENST00000624230	14	unconfirmed_transcript	TEC
ENST00000624231	7	unconfirmed_transcript	TEC
ENST00000624233	8	unconfirmed_transcript	TEC
ENST00000624239	11	unconfirmed_transcript	TEC
ENST00000624241	4	unconfirmed_transcript	TEC
ENST00000624242	16	unconfirmed_transcript	TEC
ENST00000624246	19	unconfirmed_transcript	TEC
ENST00000624248	7	unconfirmed_transcript	TEC
ENST00000624251	16	unconfirmed_transcript	TEC
ENST00000624252	6	unconfirmed_transcript	TEC
ENST00000624253	6	unconfirmed_transcript	TEC
ENST00000624256	7	unconfirmed_transcript	TEC
ENST00000624258	5	unconfirmed_transcript	TEC
ENST00000624270	17	unconfirmed_transcript	TEC
ENST00000624271	12	unconfirmed_transcript	TEC
ENST00000624273	1	unconfirmed_transcript	TEC
ENST00000624274	15	unconfirmed_transcript	TEC
ENST00000624275	14	unconfirmed_transcript	TEC
ENST00000624276	20	unconfirmed_transcript	TEC
ENST00000624279	16	unconfirmed_transcript	TEC
ENST00000624280	3	unconfirmed_transcript	TEC
ENST00000624282	17	unconfirmed_transcript	TEC
ENST00000624284	19	unconfirmed_transcript	TEC
ENST00000624285	17	unconfirmed_transcript	TEC
ENST00000624286	16	unconfirmed_transcript	TEC
ENST00000624288	11	unconfirmed_transcript	TEC
ENST00000624289	16	unconfirmed_transcript	TEC
ENST00000624292	11	unconfirmed_transcript	TEC
ENST00000624293	15	unconfirmed_transcript	TEC
ENST00000624298	12	unconfirmed_transcript	TEC
ENST00000624300	16	unconfirmed_transcript	TEC
ENST00000624306	12	unconfirmed_transcript	TEC
ENST00000624307	7	unconfirmed_transcript	TEC
ENST00000624308	17	unconfirmed_transcript	TEC
ENST00000624309	13	unconfirmed_transcript	TEC
ENST00000624313	X	unconfirmed_transcript	TEC
ENST00000624315	5	unconfirmed_transcript	TEC
ENST00000624317	5	unconfirmed_transcript	TEC
ENST00000624318	16	unconfirmed_transcript	TEC
ENST00000624321	16	unconfirmed_transcript	TEC
ENST00000624322	5	unconfirmed_transcript	TEC
ENST00000624323	X	unconfirmed_transcript	TEC
ENST00000624324	19	unconfirmed_transcript	TEC
ENST00000624325	2	unconfirmed_transcript	TEC
ENST00000624328	16	unconfirmed_transcript	TEC
ENST00000624331	8	unconfirmed_transcript	TEC
ENST00000624332	17	unconfirmed_transcript	TEC
ENST00000624336	17	unconfirmed_transcript	TEC
ENST00000624337	16	unconfirmed_transcript	TEC
ENST00000624339	1	unconfirmed_transcript	TEC
ENST00000624340	X	unconfirmed_transcript	TEC
ENST00000624344	22	unconfirmed_transcript	TEC
ENST00000624345	17	unconfirmed_transcript	TEC
ENST00000624346	18	unconfirmed_transcript	TEC
ENST00000624347	1	unconfirmed_transcript	TEC
ENST00000624348	19	unconfirmed_transcript	TEC
ENST00000624349	5	unconfirmed_transcript	TEC
ENST00000624351	9	unconfirmed_transcript	TEC
ENST00000624352	4	unconfirmed_transcript	TEC
ENST00000624360	2	unconfirmed_transcript	TEC
ENST00000624361	19	unconfirmed_transcript	TEC
ENST00000624363	6	unconfirmed_transcript	TEC
ENST00000624364	11	unconfirmed_transcript	TEC
ENST00000624365	6	unconfirmed_transcript	TEC
ENST00000624366	11	unconfirmed_transcript	TEC
ENST00000624371	16	unconfirmed_transcript	TEC
ENST00000624372	19	unconfirmed_transcript	TEC
ENST00000624373	2	unconfirmed_transcript	TEC
ENST00000624375	16	unconfirmed_transcript	TEC
ENST00000624376	2	unconfirmed_transcript	TEC
ENST00000624377	18	unconfirmed_transcript	TEC
ENST00000624378	20	unconfirmed_transcript	TEC
ENST00000624379	13	unconfirmed_transcript	TEC
ENST00000624380	16	unconfirmed_transcript	TEC
ENST00000624383	18	unconfirmed_transcript	TEC
ENST00000624384	12	unconfirmed_transcript	TEC
ENST00000624389	7	unconfirmed_transcript	TEC
ENST00000624392	13	unconfirmed_transcript	TEC
ENST00000624393	4	unconfirmed_transcript	TEC
ENST00000624394	4	unconfirmed_transcript	TEC
ENST00000624395	22	unconfirmed_transcript	TEC
ENST00000624400	5	unconfirmed_transcript	TEC
ENST00000624401	12	unconfirmed_transcript	TEC
ENST00000624404	18	unconfirmed_transcript	TEC
ENST00000624405	21	unconfirmed_transcript	TEC
ENST00000624409	17	unconfirmed_transcript	TEC
ENST00000624413	15	unconfirmed_transcript	TEC
ENST00000624414	12	unconfirmed_transcript	TEC
ENST00000624416	8	unconfirmed_transcript	TEC
ENST00000624417	17	unconfirmed_transcript	TEC
ENST00000624418	1	unconfirmed_transcript	TEC
ENST00000624421	19	unconfirmed_transcript	TEC
ENST00000624423	5	unconfirmed_transcript	TEC
ENST00000624427	4	unconfirmed_transcript	TEC
ENST00000624428	2	unconfirmed_transcript	TEC
ENST00000624429	6	unconfirmed_transcript	TEC
ENST00000624435	4	unconfirmed_transcript	TEC
ENST00000624437	15	unconfirmed_transcript	TEC
ENST00000624438	12	unconfirmed_transcript	TEC
ENST00000624440	15	unconfirmed_transcript	TEC
ENST00000624449	2	unconfirmed_transcript	TEC
ENST00000624450	11	unconfirmed_transcript	TEC
ENST00000624451	16	unconfirmed_transcript	TEC
ENST00000624452	17	unconfirmed_transcript	TEC
ENST00000624454	11	unconfirmed_transcript	TEC
ENST00000624455	12	unconfirmed_transcript	TEC
ENST00000624460	15	unconfirmed_transcript	TEC
ENST00000624463	4	unconfirmed_transcript	TEC
ENST00000624466	11	unconfirmed_transcript	TEC
ENST00000624468	15	unconfirmed_transcript	TEC
ENST00000624471	15	unconfirmed_transcript	TEC
ENST00000624472	13	unconfirmed_transcript	TEC
ENST00000624473	4	unconfirmed_transcript	TEC
ENST00000624475	16	unconfirmed_transcript	TEC
ENST00000624476	16	unconfirmed_transcript	TEC
ENST00000624477	1	unconfirmed_transcript	TEC
ENST00000624478	2	unconfirmed_transcript	TEC
ENST00000624479	16	unconfirmed_transcript	TEC
ENST00000624480	15	unconfirmed_transcript	TEC
ENST00000624486	17	unconfirmed_transcript	TEC
ENST00000624487	9	unconfirmed_transcript	TEC
ENST00000624488	16	unconfirmed_transcript	TEC
ENST00000624493	11	unconfirmed_transcript	TEC
ENST00000624494	5	unconfirmed_transcript	TEC
ENST00000624498	17	unconfirmed_transcript	TEC
ENST00000624500	12	unconfirmed_transcript	TEC
ENST00000624501	17	unconfirmed_transcript	TEC
ENST00000624506	21	unconfirmed_transcript	TEC
ENST00000624508	16	unconfirmed_transcript	TEC
ENST00000624511	2	unconfirmed_transcript	TEC
ENST00000624512	12	unconfirmed_transcript	TEC
ENST00000624514	17	unconfirmed_transcript	TEC
ENST00000624520	21	unconfirmed_transcript	TEC
ENST00000624521	18	unconfirmed_transcript	TEC
ENST00000624524	16	unconfirmed_transcript	TEC
ENST00000624526	4	unconfirmed_transcript	TEC
ENST00000624530	4	unconfirmed_transcript	TEC
ENST00000624531	13	unconfirmed_transcript	TEC
ENST00000624532	13	unconfirmed_transcript	TEC
ENST00000624533	11	unconfirmed_transcript	TEC
ENST00000624535	12	unconfirmed_transcript	TEC
ENST00000624536	17	unconfirmed_transcript	TEC
ENST00000624537	3	unconfirmed_transcript	TEC
ENST00000624539	14	unconfirmed_transcript	TEC
ENST00000624540	17	unconfirmed_transcript	TEC
ENST00000624542	14	unconfirmed_transcript	TEC
ENST00000624543	16	unconfirmed_transcript	TEC
ENST00000624544	11	unconfirmed_transcript	TEC
ENST00000624545	16	unconfirmed_transcript	TEC
ENST00000624546	16	unconfirmed_transcript	TEC
ENST00000624553	18	unconfirmed_transcript	TEC
ENST00000624554	17	unconfirmed_transcript	TEC
ENST00000624558	16	unconfirmed_transcript	TEC
ENST00000624562	10	unconfirmed_transcript	TEC
ENST00000624563	10	unconfirmed_transcript	TEC
ENST00000624564	10	unconfirmed_transcript	TEC
ENST00000624565	12	unconfirmed_transcript	TEC
ENST00000624567	2	unconfirmed_transcript	TEC
ENST00000624568	16	unconfirmed_transcript	TEC
ENST00000624570	7	unconfirmed_transcript	TEC
ENST00000624577	16	unconfirmed_transcript	TEC
ENST00000624580	11	unconfirmed_transcript	TEC
ENST00000624581	20	unconfirmed_transcript	TEC
ENST00000624584	11	unconfirmed_transcript	TEC
ENST00000624591	19	unconfirmed_transcript	TEC
ENST00000624592	19	unconfirmed_transcript	TEC
ENST00000624597	12	unconfirmed_transcript	TEC
ENST00000624598	7	unconfirmed_transcript	TEC
ENST00000624599	8	unconfirmed_transcript	TEC
ENST00000624600	14	unconfirmed_transcript	TEC
ENST00000624602	5	unconfirmed_transcript	TEC
ENST00000624603	6	unconfirmed_transcript	TEC
ENST00000624605	22	unconfirmed_transcript	TEC
ENST00000624606	16	unconfirmed_transcript	TEC
ENST00000624609	6	unconfirmed_transcript	TEC
ENST00000624610	16	unconfirmed_transcript	TEC
ENST00000624611	18	unconfirmed_transcript	TEC
ENST00000624612	14	unconfirmed_transcript	TEC
ENST00000624615	2	unconfirmed_transcript	TEC
ENST00000624619	22	unconfirmed_transcript	TEC
ENST00000624621	12	unconfirmed_transcript	TEC
ENST00000624623	16	unconfirmed_transcript	TEC
ENST00000624624	11	unconfirmed_transcript	TEC
ENST00000624626	16	unconfirmed_transcript	TEC
ENST00000624630	12	unconfirmed_transcript	TEC
ENST00000624637	11	unconfirmed_transcript	TEC
ENST00000624638	19	unconfirmed_transcript	TEC
ENST00000624641	17	unconfirmed_transcript	TEC
ENST00000624645	17	unconfirmed_transcript	TEC
ENST00000624646	3	unconfirmed_transcript	TEC
ENST00000624647	3	unconfirmed_transcript	TEC
ENST00000624649	6	unconfirmed_transcript	TEC
ENST00000624650	15	unconfirmed_transcript	TEC
ENST00000624655	19	unconfirmed_transcript	TEC
ENST00000624657	10	unconfirmed_transcript	TEC
ENST00000624658	1	unconfirmed_transcript	TEC
ENST00000624659	11	unconfirmed_transcript	TEC
ENST00000624660	16	unconfirmed_transcript	TEC
ENST00000624661	17	unconfirmed_transcript	TEC
ENST00000624662	21	unconfirmed_transcript	TEC
ENST00000624663	6	unconfirmed_transcript	TEC
ENST00000624664	12	unconfirmed_transcript	TEC
ENST00000624669	21	unconfirmed_transcript	TEC
ENST00000624672	15	unconfirmed_transcript	TEC
ENST00000624673	5	unconfirmed_transcript	TEC
ENST00000624679	1	unconfirmed_transcript	TEC
ENST00000624680	11	unconfirmed_transcript	TEC
ENST00000624681	7	unconfirmed_transcript	TEC
ENST00000624683	19	unconfirmed_transcript	TEC
ENST00000624684	14	unconfirmed_transcript	TEC
ENST00000624686	1	unconfirmed_transcript	TEC
ENST00000624690	12	unconfirmed_transcript	TEC
ENST00000624693	11	unconfirmed_transcript	TEC
ENST00000624698	11	unconfirmed_transcript	TEC
ENST00000624702	16	unconfirmed_transcript	TEC
ENST00000624703	14	unconfirmed_transcript	TEC
ENST00000624704	19	unconfirmed_transcript	TEC
ENST00000624708	17	unconfirmed_transcript	TEC
ENST00000624709	15	unconfirmed_transcript	TEC
ENST00000624715	6	unconfirmed_transcript	TEC
ENST00000624716	3	unconfirmed_transcript	TEC
ENST00000624717	6	unconfirmed_transcript	TEC
ENST00000624720	16	unconfirmed_transcript	TEC
ENST00000624721	12	unconfirmed_transcript	TEC
ENST00000624722	17	unconfirmed_transcript	TEC
ENST00000624723	17	unconfirmed_transcript	TEC
ENST00000624724	7	unconfirmed_transcript	TEC
ENST00000624725	18	unconfirmed_transcript	TEC
ENST00000624726	1	unconfirmed_transcript	TEC
ENST00000624727	11	unconfirmed_transcript	TEC
ENST00000624730	2	unconfirmed_transcript	TEC
ENST00000624733	5	unconfirmed_transcript	TEC
ENST00000624734	12	unconfirmed_transcript	TEC
ENST00000624738	15	unconfirmed_transcript	TEC
ENST00000624741	2	unconfirmed_transcript	TEC
ENST00000624743	17	unconfirmed_transcript	TEC
ENST00000624745	20	unconfirmed_transcript	TEC
ENST00000624746	15	unconfirmed_transcript	TEC
ENST00000624747	16	unconfirmed_transcript	TEC
ENST00000624749	2	unconfirmed_transcript	TEC
ENST00000624751	4	unconfirmed_transcript	TEC
ENST00000624755	16	unconfirmed_transcript	TEC
ENST00000624756	12	unconfirmed_transcript	TEC
ENST00000624757	4	unconfirmed_transcript	TEC
ENST00000624759	11	unconfirmed_transcript	TEC
ENST00000624763	16	unconfirmed_transcript	TEC
ENST00000624764	16	unconfirmed_transcript	TEC
ENST00000624765	13	unconfirmed_transcript	TEC
ENST00000624768	5	unconfirmed_transcript	TEC
ENST00000624769	5	unconfirmed_transcript	TEC
ENST00000624770	9	unconfirmed_transcript	TEC
ENST00000624772	16	unconfirmed_transcript	TEC
ENST00000624773	16	unconfirmed_transcript	TEC
ENST00000624774	4	unconfirmed_transcript	TEC
ENST00000624775	5	unconfirmed_transcript	TEC
ENST00000624777	15	unconfirmed_transcript	TEC
ENST00000624779	9	unconfirmed_transcript	TEC
ENST00000624785	5	unconfirmed_transcript	TEC
ENST00000624786	8	unconfirmed_transcript	TEC
ENST00000624789	12	unconfirmed_transcript	TEC
ENST00000624790	2	unconfirmed_transcript	TEC
ENST00000624794	4	unconfirmed_transcript	TEC
ENST00000624795	18	unconfirmed_transcript	TEC
ENST00000624796	12	unconfirmed_transcript	TEC
ENST00000624798	5	unconfirmed_transcript	TEC
ENST00000624800	21	unconfirmed_transcript	TEC
ENST00000624803	19	unconfirmed_transcript	TEC
ENST00000624804	6	unconfirmed_transcript	TEC
ENST00000624806	21	unconfirmed_transcript	TEC
ENST00000624807	3	unconfirmed_transcript	TEC
ENST00000624811	11	unconfirmed_transcript	TEC
ENST00000624814	18	unconfirmed_transcript	TEC
ENST00000624820	2	unconfirmed_transcript	TEC
ENST00000624823	5	unconfirmed_transcript	TEC
ENST00000624827	11	unconfirmed_transcript	TEC
ENST00000624830	5	unconfirmed_transcript	TEC
ENST00000624831	14	unconfirmed_transcript	TEC
ENST00000624833	5	unconfirmed_transcript	TEC
ENST00000624834	17	unconfirmed_transcript	TEC
ENST00000624836	17	unconfirmed_transcript	TEC
ENST00000624837	5	unconfirmed_transcript	TEC
ENST00000624840	18	unconfirmed_transcript	TEC
ENST00000624842	4	unconfirmed_transcript	TEC
ENST00000624844	12	unconfirmed_transcript	TEC
ENST00000624845	13	unconfirmed_transcript	TEC
ENST00000624848	10	unconfirmed_transcript	TEC
ENST00000624849	3	unconfirmed_transcript	TEC
ENST00000624851	13	unconfirmed_transcript	TEC
ENST00000624854	12	unconfirmed_transcript	TEC
ENST00000624856	6	unconfirmed_transcript	TEC
ENST00000624861	7	unconfirmed_transcript	TEC
ENST00000624863	19	unconfirmed_transcript	TEC
ENST00000624864	8	unconfirmed_transcript	TEC
ENST00000624866	8	unconfirmed_transcript	TEC
ENST00000624870	14	unconfirmed_transcript	TEC
ENST00000624871	12	unconfirmed_transcript	TEC
ENST00000624875	16	unconfirmed_transcript	TEC
ENST00000624876	16	unconfirmed_transcript	TEC
ENST00000624878	12	unconfirmed_transcript	TEC
ENST00000624880	11	unconfirmed_transcript	TEC
ENST00000624885	12	unconfirmed_transcript	TEC
ENST00000624886	16	unconfirmed_transcript	TEC
ENST00000624889	18	unconfirmed_transcript	TEC
ENST00000624893	22	unconfirmed_transcript	TEC
ENST00000624894	5	unconfirmed_transcript	TEC
ENST00000624895	18	unconfirmed_transcript	TEC
ENST00000624902	12	unconfirmed_transcript	TEC
ENST00000624904	11	unconfirmed_transcript	TEC
ENST00000624905	8	unconfirmed_transcript	TEC
ENST00000624910	16	unconfirmed_transcript	TEC
ENST00000624911	X	unconfirmed_transcript	TEC
ENST00000624912	5	unconfirmed_transcript	TEC
ENST00000624916	3	unconfirmed_transcript	TEC
ENST00000624917	19	unconfirmed_transcript	TEC
ENST00000624918	15	unconfirmed_transcript	TEC
ENST00000624920	17	unconfirmed_transcript	TEC
ENST00000624925	16	unconfirmed_transcript	TEC
ENST00000624926	12	unconfirmed_transcript	TEC
ENST00000624929	12	unconfirmed_transcript	TEC
ENST00000624930	17	unconfirmed_transcript	TEC
ENST00000624931	11	unconfirmed_transcript	TEC
ENST00000624933	16	unconfirmed_transcript	TEC
ENST00000624942	5	unconfirmed_transcript	TEC
ENST00000624943	11	unconfirmed_transcript	TEC
ENST00000624944	2	unconfirmed_transcript	TEC
ENST00000624946	12	unconfirmed_transcript	TEC
ENST00000624947	16	unconfirmed_transcript	TEC
ENST00000624952	17	unconfirmed_transcript	TEC
ENST00000624954	13	unconfirmed_transcript	TEC
ENST00000624955	16	unconfirmed_transcript	TEC
ENST00000624958	1	unconfirmed_transcript	TEC
ENST00000624959	5	unconfirmed_transcript	TEC
ENST00000624961	16	unconfirmed_transcript	TEC
ENST00000624962	19	unconfirmed_transcript	TEC
ENST00000624964	11	unconfirmed_transcript	TEC
ENST00000624969	2	unconfirmed_transcript	TEC
ENST00000624971	21	unconfirmed_transcript	TEC
ENST00000624979	18	unconfirmed_transcript	TEC
ENST00000624981	4	unconfirmed_transcript	TEC
ENST00000624982	11	unconfirmed_transcript	TEC
ENST00000624985	1	unconfirmed_transcript	TEC
ENST00000624986	19	unconfirmed_transcript	TEC
ENST00000624987	16	unconfirmed_transcript	TEC
ENST00000624988	16	unconfirmed_transcript	TEC
ENST00000624989	12	unconfirmed_transcript	TEC
ENST00000624990	18	unconfirmed_transcript	TEC
ENST00000624993	6	unconfirmed_transcript	TEC
ENST00000624996	19	unconfirmed_transcript	TEC
ENST00000624997	12	unconfirmed_transcript	TEC
ENST00000624998	7	unconfirmed_transcript	TEC
ENST00000625000	17	unconfirmed_transcript	TEC
ENST00000625002	18	unconfirmed_transcript	TEC
ENST00000625003	18	unconfirmed_transcript	TEC
ENST00000625008	9	unconfirmed_transcript	TEC
ENST00000625011	16	unconfirmed_transcript	TEC
ENST00000625015	5	unconfirmed_transcript	TEC
ENST00000625016	4	unconfirmed_transcript	TEC
ENST00000625017	4	unconfirmed_transcript	TEC
ENST00000625018	2	unconfirmed_transcript	TEC
ENST00000625022	3	unconfirmed_transcript	TEC
ENST00000625023	7	unconfirmed_transcript	TEC
ENST00000625025	4	unconfirmed_transcript	TEC
ENST00000625028	16	unconfirmed_transcript	TEC
ENST00000625029	X	unconfirmed_transcript	TEC
ENST00000625030	9	unconfirmed_transcript	TEC
ENST00000625035	16	unconfirmed_transcript	TEC
ENST00000625037	17	unconfirmed_transcript	TEC
ENST00000625042	12	unconfirmed_transcript	TEC
ENST00000625048	5	unconfirmed_transcript	TEC
ENST00000625049	16	unconfirmed_transcript	TEC
ENST00000625051	5	unconfirmed_transcript	TEC
ENST00000625052	18	unconfirmed_transcript	TEC
ENST00000625054	16	unconfirmed_transcript	TEC
ENST00000625055	16	unconfirmed_transcript	TEC
ENST00000625058	6	unconfirmed_transcript	TEC
ENST00000625059	5	unconfirmed_transcript	TEC
ENST00000625060	9	unconfirmed_transcript	TEC
ENST00000625064	5	unconfirmed_transcript	TEC
ENST00000625067	12	unconfirmed_transcript	TEC
ENST00000625074	X	unconfirmed_transcript	TEC
ENST00000625075	11	unconfirmed_transcript	TEC
ENST00000625076	18	unconfirmed_transcript	TEC
ENST00000625077	15	unconfirmed_transcript	TEC
ENST00000625081	X	unconfirmed_transcript	TEC
ENST00000625082	12	unconfirmed_transcript	TEC
ENST00000625083	17	unconfirmed_transcript	TEC
ENST00000625085	19	unconfirmed_transcript	TEC
ENST00000625088	X	unconfirmed_transcript	TEC
ENST00000625089	17	unconfirmed_transcript	TEC
ENST00000625091	11	unconfirmed_transcript	TEC
ENST00000625093	11	unconfirmed_transcript	TEC
ENST00000625094	17	unconfirmed_transcript	TEC
ENST00000625095	16	unconfirmed_transcript	TEC
ENST00000625097	11	unconfirmed_transcript	TEC
ENST00000625100	19	unconfirmed_transcript	TEC
ENST00000625101	17	unconfirmed_transcript	TEC
ENST00000625104	11	unconfirmed_transcript	TEC
ENST00000625108	17	unconfirmed_transcript	TEC
ENST00000625110	17	unconfirmed_transcript	TEC
ENST00000625111	12	unconfirmed_transcript	TEC
ENST00000625114	12	unconfirmed_transcript	TEC
ENST00000625118	12	unconfirmed_transcript	TEC
ENST00000625119	16	unconfirmed_transcript	TEC
ENST00000625120	6	unconfirmed_transcript	TEC
ENST00000625121	7	unconfirmed_transcript	TEC
ENST00000625123	17	unconfirmed_transcript	TEC
ENST00000625124	15	unconfirmed_transcript	TEC
ENST00000625130	16	unconfirmed_transcript	TEC
ENST00000625132	2	unconfirmed_transcript	TEC
ENST00000625135	19	unconfirmed_transcript	TEC
ENST00000625136	8	unconfirmed_transcript	TEC
ENST00000625137	11	unconfirmed_transcript	TEC
ENST00000625139	14	unconfirmed_transcript	TEC
ENST00000625140	1	unconfirmed_transcript	TEC
ENST00000625142	6	unconfirmed_transcript	TEC
ENST00000625143	2	unconfirmed_transcript	TEC
ENST00000625145	13	unconfirmed_transcript	TEC
ENST00000625146	15	unconfirmed_transcript	TEC
ENST00000625148	11	unconfirmed_transcript	TEC
ENST00000625151	13	unconfirmed_transcript	TEC
ENST00000625152	16	unconfirmed_transcript	TEC
ENST00000625155	15	unconfirmed_transcript	TEC
ENST00000625156	13	unconfirmed_transcript	TEC
ENST00000625159	16	unconfirmed_transcript	TEC
ENST00000625162	16	unconfirmed_transcript	TEC
ENST00000625164	12	unconfirmed_transcript	TEC
ENST00000625165	11	unconfirmed_transcript	TEC
ENST00000625166	17	unconfirmed_transcript	TEC
ENST00000625169	3	unconfirmed_transcript	TEC
ENST00000625170	15	unconfirmed_transcript	TEC
ENST00000625174	17	unconfirmed_transcript	TEC
ENST00000625178	5	unconfirmed_transcript	TEC
ENST00000625179	5	unconfirmed_transcript	TEC
ENST00000625180	18	unconfirmed_transcript	TEC
ENST00000625181	X	unconfirmed_transcript	TEC
ENST00000625182	18	unconfirmed_transcript	TEC
ENST00000625186	12	unconfirmed_transcript	TEC
ENST00000625192	11	unconfirmed_transcript	TEC
ENST00000625197	16	unconfirmed_transcript	TEC
ENST00000625199	17	unconfirmed_transcript	TEC
ENST00000625201	12	unconfirmed_transcript	TEC
ENST00000625666	2	unconfirmed_transcript	TEC
ENST00000625973	2	unconfirmed_transcript	TEC
ENST00000626088	1	unconfirmed_transcript	TEC
ENST00000627671	7	unconfirmed_transcript	TEC
ENST00000627965	7	unconfirmed_transcript	TEC
ENST00000628937	1	unconfirmed_transcript	TEC
ENST00000629247	1	unconfirmed_transcript	TEC
ENST00000629608	6	unconfirmed_transcript	TEC
ENST00000630525	14	unconfirmed_transcript	TEC
ENST00000631338	3	unconfirmed_transcript	TEC
ENST00000631744	19	unconfirmed_transcript	TEC
ENST00000632154	4	unconfirmed_transcript	TEC
ENST00000632192	10	unconfirmed_transcript	TEC
ENST00000632210	6	unconfirmed_transcript	TEC
ENST00000632280	19	unconfirmed_transcript	TEC
ENST00000632627	4	unconfirmed_transcript	TEC
ENST00000633055	2	unconfirmed_transcript	TEC
ENST00000633169	1	unconfirmed_transcript	TEC
ENST00000633881	9	unconfirmed_transcript	TEC
ENST00000634391	13	unconfirmed_transcript	TEC
ENST00000635019	13	unconfirmed_transcript	TEC
ENST00000635272	13	unconfirmed_transcript	TEC
ENST00000635484	13	unconfirmed_transcript	TEC
ENST00000635661	9	unconfirmed_transcript	TEC
ENST00000636429	4	unconfirmed_transcript	TEC
ENST00000638218	12	unconfirmed_transcript	TEC
ENST00000638358	1	unconfirmed_transcript	TEC
ENST00000638462	3	unconfirmed_transcript	TEC
ENST00000638502	6	unconfirmed_transcript	TEC
ENST00000638516	9	unconfirmed_transcript	TEC
ENST00000638703	15	unconfirmed_transcript	TEC
ENST00000638752	1	unconfirmed_transcript	TEC
ENST00000639346	15	unconfirmed_transcript	TEC
ENST00000639527	22	unconfirmed_transcript	TEC
ENST00000639753	1	unconfirmed_transcript	TEC
ENST00000640049	1	unconfirmed_transcript	TEC
ENST00000640686	1	unconfirmed_transcript	TEC
ENST00000640777	X	unconfirmed_transcript	TEC
ENST00000640911	15	unconfirmed_transcript	TEC
ENST00000641699	16	processed_transcript	processed_transcript
ENST00000642887	10	processed_transcript	processed_transcript
ENST00000644562	5	unconfirmed_transcript	TEC
ENST00000644706	11	unconfirmed_transcript	TEC
ENST00000644734	7	unconfirmed_transcript	TEC
ENST00000650962	21	unconfirmed_transcript	TEC
ENST00000651001	21	unconfirmed_transcript	TEC
ENST00000651130	21	unconfirmed_transcript	TEC
ENST00000651349	21	unconfirmed_transcript	TEC
ENST00000651400	6	processed_transcript	processed_transcript
ENST00000651551	X	unconfirmed_transcript	TEC
ENST00000651797	21	unconfirmed_transcript	TEC
ENST00000651830	21	unconfirmed_transcript	TEC
ENST00000651888	21	unconfirmed_transcript	TEC
ENST00000652151	21	unconfirmed_transcript	TEC
ENST00000652220	21	unconfirmed_transcript	TEC
ENST00000652229	21	unconfirmed_transcript	TEC
ENST00000652246	21	unconfirmed_transcript	TEC
ENST00000652328	21	unconfirmed_transcript	TEC
ENST00000652704	6	processed_transcript	processed_transcript
ENST00000663410	19	processed_transcript	processed_transcript
ENST00000664012	1	unconfirmed_transcript	TEC
ENST00000665457	8	processed_transcript	processed_transcript
ENST00000671754	21	unconfirmed_transcript	TEC
ENST00000673087	13	unconfirmed_transcript	TEC
ENST00000688641	1	unconfirmed_transcript	TEC
ENST00000695539	14	unconfirmed_transcript	TEC
ENST00000707172	12	processed_transcript	processed_transcript
ENST00000707189	6	unconfirmed_transcript	TEC
ENST00000707191	6	unconfirmed_transcript	TEC
ENST00000850895	6	processed_transcript	processed_transcript
