transcript_id	contig	biotype	readthrough_tra	class
ENST00000539086	11	processed_transcript	1	readthrough
ENST00000539300	12	nonsense_mediated_decay	1	readthrough
ENST00000539370	12	retained_intron	1	readthrough
ENST00000539652	12	nonsense_mediated_decay	1	readthrough
ENST00000540096	12	protein_coding	1	readthrough
ENST00000540229	12	protein_coding	1	readthrough
ENST00000540557	9	nonsense_mediated_decay	1	readthrough
ENST00000540732	19	protein_coding	1	readthrough
ENST00000540866	12	retained_intron	1	readthrough
ENST00000541135	11	protein_coding	1	readthrough
ENST00000541176	20	nonsense_mediated_decay	1	readthrough
ENST00000541276	19	protein_coding	1	readthrough
ENST00000541515	7	protein_coding	1	readthrough
ENST00000541595	19	protein_coding	1	readthrough
ENST00000541804	9	processed_transcript	1	readthrough
ENST00000541836	16	processed_transcript	1	readthrough
ENST00000541913	17	protein_coding	1	readthrough
ENST00000542690	9	protein_coding	1	readthrough
ENST00000543044	11	nonsense_mediated_decay	1	readthrough
ENST00000543372	1	retained_intron	1	readthrough
ENST00000543494	11	processed_transcript	1	readthrough
ENST00000543498	12	nonsense_mediated_decay	1	readthrough
ENST00000543572	12	nonsense_mediated_decay	1	readthrough
ENST00000543812	12	nonsense_mediated_decay	1	readthrough
ENST00000543979	12	retained_intron	1	readthrough
ENST00000544025	11	processed_transcript	1	readthrough
ENST00000544342	1	nonsense_mediated_decay	1	readthrough
ENST00000544347	11	nonsense_mediated_decay	1	readthrough
ENST00000544475	9	processed_transcript	1	readthrough
ENST00000544741	12	nonsense_mediated_decay	1	readthrough
ENST00000544801	11	nonsense_mediated_decay	1	readthrough
ENST00000544880	11	processed_transcript	1	readthrough
ENST00000544911	12	retained_intron	1	readthrough
ENST00000545614	6	nonsense_mediated_decay	1	readthrough
ENST00000546333	12	nonsense_mediated_decay	1	readthrough
ENST00000546504	12	protein_coding	1	readthrough
ENST00000546813	12	nonsense_mediated_decay	1	readthrough
ENST00000546837	12	protein_coding	1	readthrough
ENST00000546840	12	protein_coding	1	readthrough
ENST00000547184	14	nonsense_mediated_decay	1	readthrough
ENST00000547302	17	protein_coding	1	readthrough
ENST00000547378	14	protein_coding	1	readthrough
ENST00000547423	12	protein_coding	1	readthrough
ENST00000547473	19	nonsense_mediated_decay	1	readthrough
ENST00000547474	12	protein_coding	1	readthrough
ENST00000547717	12	retained_intron	1	readthrough
ENST00000547863	17	retained_intron	1	readthrough
ENST00000547940	14	retained_intron	1	readthrough
ENST00000548121	15	processed_transcript	1	readthrough
ENST00000548144	16	processed_transcript	1	readthrough
ENST00000548184	12	nonsense_mediated_decay	1	readthrough
ENST00000548203	14	processed_transcript	1	readthrough
ENST00000548360	12	protein_coding	1	readthrough
ENST00000548587	9	processed_transcript	1	readthrough
ENST00000548593	12	nonsense_mediated_decay	1	readthrough
ENST00000548729	12	protein_coding	1	readthrough
ENST00000548802	12	nonsense_mediated_decay	1	readthrough
ENST00000548861	12	protein_coding	1	readthrough
ENST00000549185	14	nonsense_mediated_decay	1	readthrough
ENST00000549318	12	protein_coding	1	readthrough
ENST00000549424	12	protein_coding	1	readthrough
ENST00000549775	17	retained_intron	1	readthrough
ENST00000549793	15	processed_transcript	1	readthrough
ENST00000549987	14	protein_coding	1	readthrough
ENST00000550124	12	nonsense_mediated_decay	1	readthrough
ENST00000550231	12	retained_intron	1	readthrough
ENST00000550383	17	nonsense_mediated_decay	1	readthrough
ENST00000550412	12	protein_coding	1	readthrough
ENST00000550437	12	nonsense_mediated_decay	1	readthrough
ENST00000550554	14	nonsense_mediated_decay	1	readthrough
ENST00000551180	14	nonsense_mediated_decay	1	readthrough
ENST00000551312	15	nonsense_mediated_decay	1	readthrough
ENST00000551806	12	protein_coding	1	readthrough
ENST00000551823	14	nonsense_mediated_decay	1	readthrough
ENST00000551946	12	nonsense_mediated_decay	1	readthrough
ENST00000552719	12	processed_transcript	1	readthrough
ENST00000552781	15	processed_transcript	1	readthrough
ENST00000552941	14	nonsense_mediated_decay	1	readthrough
ENST00000553001	21	protein_coding	1	readthrough
ENST00000553083	12	processed_transcript	1	readthrough
ENST00000553228	14	nonsense_mediated_decay	1	readthrough
ENST00000553306	14	nonsense_mediated_decay	1	readthrough
ENST00000553582	14	retained_intron	1	readthrough
ENST00000553728	14	protein_coding	1	readthrough
ENST00000553743	14	protein_coding	1	readthrough
ENST00000553781	14	protein_coding	1	readthrough
ENST00000553811	14	protein_coding	1	readthrough
ENST00000553909	14	protein_coding	1	readthrough
ENST00000553913	14	sense_overlapping	1	readthrough
ENST00000553946	14	processed_transcript	1	readthrough
ENST00000553947	14	nonsense_mediated_decay	1	readthrough
ENST00000553982	14	lincRNA	1	readthrough
ENST00000554000	15	processed_transcript	1	readthrough
ENST00000554164	20	protein_coding	1	readthrough
ENST00000554253	14	processed_transcript	1	readthrough
ENST00000554493	14	processed_transcript	1	readthrough
ENST00000554824	14	nonsense_mediated_decay	1	readthrough
ENST00000554914	8	protein_coding	1	readthrough
ENST00000554962	13	protein_coding	1	readthrough
ENST00000555059	17	protein_coding	1	readthrough
ENST00000555070	14	processed_transcript	1	readthrough
ENST00000555074	14	protein_coding	1	readthrough
ENST00000555236	9	protein_coding	1	readthrough
ENST00000555262	11	protein_coding	1	readthrough
ENST00000555276	14	processed_transcript	1	readthrough
ENST00000555283	14	protein_coding	1	readthrough
ENST00000555531	11	nonsense_mediated_decay	1	readthrough
ENST00000555572	17	protein_coding	1	readthrough
ENST00000555591	14	protein_coding	1	readthrough
ENST00000555847	14	processed_transcript	1	readthrough
ENST00000555937	14	processed_transcript	1	readthrough
ENST00000555938	19	protein_coding	1	readthrough
ENST00000556019	14	lincRNA	1	readthrough
ENST00000556278	9	protein_coding	1	readthrough
ENST00000556347	14	protein_coding	1	readthrough
ENST00000556551	14	nonsense_mediated_decay	1	readthrough
ENST00000556679	6	protein_coding	1	readthrough
ENST00000556710	1	protein_coding	1	readthrough
ENST00000556922	16	protein_coding	1	readthrough
ENST00000557008	14	protein_coding	1	readthrough
ENST00000557021	20	protein_coding	1	readthrough
ENST00000557048	14	processed_transcript	1	readthrough
ENST00000557090	14	processed_transcript	1	readthrough
ENST00000557142	14	lincRNA	1	readthrough
ENST00000557230	15	nonsense_mediated_decay	1	readthrough
ENST00000557284	1	protein_coding	1	readthrough
ENST00000557349	17	nonsense_mediated_decay	1	readthrough
ENST00000557395	10	nonsense_mediated_decay	1	readthrough
ENST00000557408	14	protein_coding	1	readthrough
ENST00000557564	14	protein_coding	1	readthrough
ENST00000557565	14	nonsense_mediated_decay	1	readthrough
ENST00000557574	14	protein_coding	1	readthrough
ENST00000557752	14	nonsense_mediated_decay	1	readthrough
ENST00000558325	14	protein_coding	1	readthrough
ENST00000558468	14	nonsense_mediated_decay	1	readthrough
ENST00000558530	20	protein_coding	1	readthrough
ENST00000558568	15	processed_transcript	1	readthrough
ENST00000558616	15	processed_transcript	1	readthrough
ENST00000558648	15	protein_coding	1	readthrough
ENST00000558658	15	nonsense_mediated_decay	1	readthrough
ENST00000558783	15	processed_transcript	1	readthrough
ENST00000558965	15	retained_intron	1	readthrough
ENST00000559265	1	retained_intron	1	readthrough
ENST00000559435	15	nonsense_mediated_decay	1	readthrough
ENST00000559629	15	protein_coding	1	readthrough
ENST00000559936	15	retained_intron	1	readthrough
ENST00000560026	15	processed_transcript	1	readthrough
ENST00000560145	15	processed_transcript	1	readthrough
ENST00000560224	15	processed_transcript	1	readthrough
ENST00000560239	15	processed_transcript	1	readthrough
ENST00000560278	15	protein_coding	1	readthrough
ENST00000560629	17	nonsense_mediated_decay	1	readthrough
ENST00000560873	15	processed_transcript	1	readthrough
ENST00000561349	15	protein_coding	1	readthrough
ENST00000561419	14	nonsense_mediated_decay	1	readthrough
ENST00000561527	16	retained_intron	1	readthrough
ENST00000561562	16	processed_transcript	1	readthrough
ENST00000561573	15	nonsense_mediated_decay	1	readthrough
ENST00000561728	16	nonsense_mediated_decay	1	readthrough
ENST00000561824	16	retained_intron	1	readthrough
ENST00000561887	16	processed_transcript	1	readthrough
ENST00000561908	16	nonsense_mediated_decay	1	readthrough
ENST00000562108	15	processed_transcript	1	readthrough
ENST00000562285	16	nonsense_mediated_decay	1	readthrough
ENST00000562308	3	nonsense_mediated_decay	1	readthrough
ENST00000562642	16	processed_transcript	1	readthrough
ENST00000562767	15	protein_coding	1	readthrough
ENST00000562771	18	nonsense_mediated_decay	1	readthrough
ENST00000562833	15	protein_coding	1	readthrough
ENST00000562949	16	protein_coding	1	readthrough
ENST00000563312	16	nonsense_mediated_decay	1	readthrough
ENST00000563634	16	protein_coding	1	readthrough
ENST00000563635	13	processed_transcript	1	readthrough
ENST00000563764	16	protein_coding	1	readthrough
ENST00000563887	X	protein_coding	1	readthrough
ENST00000564012	18	processed_transcript	1	readthrough
ENST00000564080	15	protein_coding	1	readthrough
ENST00000564224	9	retained_intron	1	readthrough
ENST00000564489	16	processed_transcript	1	readthrough
ENST00000564536	16	processed_transcript	1	readthrough
ENST00000564543	16	protein_coding	1	readthrough
ENST00000564591	9	nonsense_mediated_decay	1	readthrough
ENST00000564737	16	nonsense_mediated_decay	1	readthrough
ENST00000564763	20	protein_coding	1	readthrough
ENST00000564808	16	nonsense_mediated_decay	1	readthrough
ENST00000564823	15	retained_intron	1	readthrough
ENST00000564950	16	sense_overlapping	1	readthrough
ENST00000565113	15	processed_transcript	1	readthrough
ENST00000565116	16	nonsense_mediated_decay	1	readthrough
ENST00000565138	15	processed_transcript	1	readthrough
ENST00000565169	3	nonsense_mediated_decay	1	readthrough
ENST00000565342	16	processed_transcript	1	readthrough
ENST00000565417	16	nonsense_mediated_decay	1	readthrough
ENST00000565988	14	retained_intron	1	readthrough
ENST00000566032	15	processed_transcript	1	readthrough
ENST00000566056	16	processed_transcript	1	readthrough
ENST00000566309	16	nonsense_mediated_decay	1	readthrough
ENST00000566538	9	processed_transcript	1	readthrough
ENST00000566594	16	protein_coding	1	readthrough
ENST00000566712	16	retained_intron	1	readthrough
ENST00000566717	9	nonsense_mediated_decay	1	readthrough
ENST00000566869	16	processed_transcript	1	readthrough
ENST00000566961	20	protein_coding	1	readthrough
ENST00000567028	20	protein_coding	1	readthrough
ENST00000567078	16	protein_coding	1	readthrough
ENST00000567090	16	processed_transcript	1	readthrough
ENST00000567194	16	protein_coding	1	readthrough
ENST00000567351	17	retained_intron	1	readthrough
ENST00000567428	9	processed_transcript	1	readthrough
ENST00000567442	16	nonsense_mediated_decay	1	readthrough
ENST00000567520	16	retained_intron	1	readthrough
ENST00000567563	16	processed_transcript	1	readthrough
ENST00000567706	16	protein_coding	1	readthrough
ENST00000567875	15	processed_transcript	1	readthrough
ENST00000568114	16	protein_coding	1	readthrough
ENST00000568222	16	nonsense_mediated_decay	1	readthrough
ENST00000568224	16	nonsense_mediated_decay	1	readthrough
ENST00000568310	15	processed_transcript	1	readthrough
ENST00000568526	16	nonsense_mediated_decay	1	readthrough
ENST00000568556	16	nonsense_mediated_decay	1	readthrough
ENST00000568608	16	processed_transcript	1	readthrough
ENST00000568665	9	processed_transcript	1	readthrough
ENST00000568707	15	processed_transcript	1	readthrough
ENST00000568710	16	processed_transcript	1	readthrough
ENST00000568766	16	protein_coding	1	readthrough
ENST00000568879	16	protein_coding	1	readthrough
ENST00000568997	16	retained_intron	1	readthrough
ENST00000569039	16	antisense	1	readthrough
ENST00000569170	3	nonsense_mediated_decay	1	readthrough
ENST00000569284	17	retained_intron	1	readthrough
ENST00000569317	16	protein_coding	1	readthrough
ENST00000569360	16	nonsense_mediated_decay	1	readthrough
ENST00000569547	15	nonsense_mediated_decay	1	readthrough
ENST00000569622	16	protein_coding	1	readthrough
ENST00000569722	18	nonsense_mediated_decay	1	readthrough
ENST00000569959	16	retained_intron	1	readthrough
ENST00000569969	16	retained_intron	1	readthrough
ENST00000570054	16	protein_coding	1	readthrough
ENST00000570217	16	retained_intron	1	readthrough
ENST00000570285	13	processed_transcript	1	readthrough
ENST00000570293	16	nonsense_mediated_decay	1	readthrough
ENST00000570318	17	protein_coding	1	readthrough
ENST00000570569	17	nonsense_mediated_decay	1	readthrough
ENST00000570600	17	nonsense_mediated_decay	1	readthrough
ENST00000570760	17	nonsense_mediated_decay	1	readthrough
ENST00000571125	17	nonsense_mediated_decay	1	readthrough
ENST00000571730	17	protein_coding	1	readthrough
ENST00000571841	17	nonsense_mediated_decay	1	readthrough
ENST00000572067	16	lincRNA	1	readthrough
ENST00000572274	16	processed_transcript	1	readthrough
ENST00000572467	16	protein_coding	1	readthrough
ENST00000572547	17	antisense	1	readthrough
ENST00000572705	17	protein_coding	1	readthrough
ENST00000572919	17	nonsense_mediated_decay	1	readthrough
ENST00000573331	17	nonsense_mediated_decay	1	readthrough
ENST00000573493	16	nonsense_mediated_decay	1	readthrough
ENST00000573621	17	nonsense_mediated_decay	1	readthrough
ENST00000573622	12	processed_transcript	1	readthrough
ENST00000574423	16	processed_transcript	1	readthrough
ENST00000575231	16	retained_intron	1	readthrough
ENST00000575310	17	processed_transcript	1	readthrough
ENST00000575331	17	processed_transcript	1	readthrough
ENST00000575334	16	nonsense_mediated_decay	1	readthrough
ENST00000575474	17	nonsense_mediated_decay	1	readthrough
ENST00000575785	16	nonsense_mediated_decay	1	readthrough
ENST00000577138	17	nonsense_mediated_decay	1	readthrough
ENST00000577437	X	processed_transcript	1	readthrough
ENST00000577647	17	nonsense_mediated_decay	1	readthrough
ENST00000577660	17	protein_coding	1	readthrough
ENST00000577662	17	nonsense_mediated_decay	1	readthrough
ENST00000577910	18	nonsense_mediated_decay	1	readthrough
ENST00000578021	17	nonsense_mediated_decay	1	readthrough
ENST00000578265	17	processed_transcript	1	readthrough
ENST00000578389	17	processed_transcript	1	readthrough
ENST00000578492	17	processed_transcript	1	readthrough
ENST00000578584	17	protein_coding	1	readthrough
ENST00000578794	17	protein_coding	1	readthrough
ENST00000578850	18	processed_transcript	1	readthrough
ENST00000579125	17	processed_transcript	1	readthrough
ENST00000579126	18	processed_transcript	1	readthrough
ENST00000579290	17	nonsense_mediated_decay	1	readthrough
ENST00000579700	7	processed_transcript	1	readthrough
ENST00000579777	17	processed_transcript	1	readthrough
ENST00000580114	16	nonsense_mediated_decay	1	readthrough
ENST00000580380	17	protein_coding	1	readthrough
ENST00000580553	17	nonsense_mediated_decay	1	readthrough
ENST00000580671	17	processed_transcript	1	readthrough
ENST00000580790	10	processed_transcript	1	readthrough
ENST00000581621	17	processed_transcript	1	readthrough
ENST00000581801	17	lincRNA	1	readthrough
ENST00000581884	17	nonsense_mediated_decay	1	readthrough
ENST00000581915	17	processed_transcript	1	readthrough
ENST00000581958	17	antisense	1	readthrough
ENST00000582044	17	processed_transcript	1	readthrough
ENST00000582262	17	processed_transcript	1	readthrough
ENST00000582441	17	protein_coding	1	readthrough
ENST00000582471	17	nonsense_mediated_decay	1	readthrough
ENST00000582583	17	antisense	1	readthrough
ENST00000583184	18	processed_transcript	1	readthrough
ENST00000583227	6	nonsense_mediated_decay	1	readthrough
ENST00000583636	X	processed_transcript	1	readthrough
ENST00000583675	17	processed_transcript	1	readthrough
ENST00000584605	17	nonsense_mediated_decay	1	readthrough
ENST00000584895	18	protein_coding	1	readthrough
ENST00000584900	7	processed_transcript	1	readthrough
ENST00000584948	17	protein_coding	1	readthrough
ENST00000584973	2	nonsense_mediated_decay	1	readthrough
ENST00000585171	17	processed_transcript	1	readthrough
ENST00000585246	6	nonsense_mediated_decay	1	readthrough
ENST00000585342	12	nonsense_mediated_decay	1	readthrough
ENST00000585492	19	processed_transcript	1	readthrough
ENST00000585507	12	nonsense_mediated_decay	1	readthrough
ENST00000585547	19	nonsense_mediated_decay	1	readthrough
ENST00000585562	17	nonsense_mediated_decay	1	readthrough
ENST00000585572	17	processed_transcript	1	readthrough
ENST00000585656	19	nonsense_mediated_decay	1	readthrough
ENST00000585661	19	protein_coding	1	readthrough
ENST00000585685	19	nonsense_mediated_decay	1	readthrough
ENST00000585711	12	nonsense_mediated_decay	1	readthrough
ENST00000585860	19	nonsense_mediated_decay	1	readthrough
ENST00000585874	6	processed_transcript	1	readthrough
ENST00000585937	19	nonsense_mediated_decay	1	readthrough
ENST00000586012	19	protein_coding	1	readthrough
ENST00000586020	19	nonsense_mediated_decay	1	readthrough
ENST00000586064	19	retained_intron	1	readthrough
ENST00000586349	19	protein_coding	1	readthrough
ENST00000586354	19	nonsense_mediated_decay	1	readthrough
ENST00000586411	17	processed_transcript	1	readthrough
ENST00000586529	19	nonsense_mediated_decay	1	readthrough
ENST00000586572	19	protein_coding	1	readthrough
ENST00000586581	12	nonsense_mediated_decay	1	readthrough
ENST00000586606	19	nonsense_mediated_decay	1	readthrough
ENST00000586674	19	processed_transcript	1	readthrough
ENST00000586732	19	processed_transcript	1	readthrough
ENST00000586871	19	processed_transcript	1	readthrough
ENST00000587012	17	processed_transcript	1	readthrough
ENST00000587125	17	lincRNA	1	readthrough
ENST00000587182	17	antisense	1	readthrough
ENST00000587305	17	processed_transcript	1	readthrough
ENST00000587459	17	protein_coding	1	readthrough
ENST00000587519	19	protein_coding	1	readthrough
ENST00000587556	17	nonsense_mediated_decay	1	readthrough
ENST00000587652	15	protein_coding	1	readthrough
ENST00000587871	19	nonsense_mediated_decay	1	readthrough
ENST00000588099	16	processed_transcript	1	readthrough
ENST00000588212	19	protein_coding	1	readthrough
ENST00000588256	18	processed_transcript	1	readthrough
ENST00000588263	12	nonsense_mediated_decay	1	readthrough
ENST00000588447	12	nonsense_mediated_decay	1	readthrough
ENST00000588655	19	processed_transcript	1	readthrough
ENST00000588705	18	nonsense_mediated_decay	1	readthrough
ENST00000588778	16	retained_intron	1	readthrough
ENST00000588873	19	protein_coding	1	readthrough
ENST00000588891	19	nonsense_mediated_decay	1	readthrough
ENST00000589057	19	protein_coding	1	readthrough
ENST00000589258	18	protein_coding	1	readthrough
ENST00000589713	18	processed_transcript	1	readthrough
ENST00000589807	19	nonsense_mediated_decay	1	readthrough
ENST00000590131	12	nonsense_mediated_decay	1	readthrough
ENST00000590144	17	processed_transcript	1	readthrough
ENST00000590245	19	nonsense_mediated_decay	1	readthrough
ENST00000590274	19	lincRNA	1	readthrough
ENST00000590323	12	nonsense_mediated_decay	1	readthrough
ENST00000590532	18	nonsense_mediated_decay	1	readthrough
ENST00000590594	16	lincRNA	1	readthrough
ENST00000590722	18	nonsense_mediated_decay	1	readthrough
ENST00000590779	12	nonsense_mediated_decay	1	readthrough
ENST00000590798	19	protein_coding	1	readthrough
ENST00000590947	17	nonsense_mediated_decay	1	readthrough
ENST00000591035	17	protein_coding	1	readthrough
ENST00000591114	19	nonsense_mediated_decay	1	readthrough
ENST00000591325	19	nonsense_mediated_decay	1	readthrough
ENST00000591441	19	nonsense_mediated_decay	1	readthrough
ENST00000591482	17	processed_transcript	1	readthrough
ENST00000591514	18	nonsense_mediated_decay	1	readthrough
ENST00000591546	12	nonsense_mediated_decay	1	readthrough
ENST00000591613	19	nonsense_mediated_decay	1	readthrough
ENST00000591656	19	protein_coding	1	readthrough
ENST00000591723	17	protein_coding	1	readthrough
ENST00000591793	19	nonsense_mediated_decay	1	readthrough
ENST00000591834	12	protein_coding	1	readthrough
ENST00000591889	19	protein_coding	1	readthrough
ENST00000591937	12	nonsense_mediated_decay	1	readthrough
ENST00000591944	19	protein_coding	1	readthrough
ENST00000591954	19	nonsense_mediated_decay	1	readthrough
ENST00000592091	19	nonsense_mediated_decay	1	readthrough
ENST00000592174	19	processed_transcript	1	readthrough
ENST00000592181	17	protein_coding	1	readthrough
ENST00000592248	17	nonsense_mediated_decay	1	readthrough
ENST00000592513	12	nonsense_mediated_decay	1	readthrough
ENST00000592574	17	protein_coding	1	readthrough
ENST00000592740	19	protein_coding	1	readthrough
ENST00000592806	19	processed_transcript	1	readthrough
ENST00000593039	17	protein_coding	1	readthrough
ENST00000593083	19	nonsense_mediated_decay	1	readthrough
ENST00000593147	12	nonsense_mediated_decay	1	readthrough
ENST00000593156	17	retained_intron	1	readthrough
ENST00000593242	19	nonsense_mediated_decay	1	readthrough
ENST00000593459	19	protein_coding	1	readthrough
ENST00000593484	19	nonsense_mediated_decay	1	readthrough
ENST00000593531	19	protein_coding	1	readthrough
ENST00000593682	19	nonsense_mediated_decay	1	readthrough
ENST00000593731	19	nonsense_mediated_decay	1	readthrough
ENST00000593873	19	protein_coding	1	readthrough
ENST00000593962	19	processed_transcript	1	readthrough
ENST00000593991	19	nonsense_mediated_decay	1	readthrough
ENST00000593999	19	nonsense_mediated_decay	1	readthrough
ENST00000594059	19	protein_coding	1	readthrough
ENST00000594136	19	nonsense_mediated_decay	1	readthrough
ENST00000594362	19	processed_transcript	1	readthrough
ENST00000594374	19	protein_coding	1	readthrough
ENST00000594509	19	nonsense_mediated_decay	1	readthrough
ENST00000594653	19	lincRNA	1	readthrough
ENST00000594663	19	protein_coding	1	readthrough
ENST00000594664	19	protein_coding	1	readthrough
ENST00000594684	19	protein_coding	1	readthrough
ENST00000594769	19	protein_coding	1	readthrough
ENST00000595094	19	lincRNA	1	readthrough
ENST00000595505	19	nonsense_mediated_decay	1	readthrough
ENST00000595508	19	processed_transcript	1	readthrough
ENST00000595562	19	protein_coding	1	readthrough
ENST00000595676	19	protein_coding	1	readthrough
ENST00000595815	19	processed_transcript	1	readthrough
ENST00000595866	19	nonsense_mediated_decay	1	readthrough
ENST00000595946	19	protein_coding	1	readthrough
ENST00000596216	19	retained_intron	1	readthrough
ENST00000596400	19	protein_coding	1	readthrough
ENST00000596498	19	protein_coding	1	readthrough
ENST00000596542	19	nonsense_mediated_decay	1	readthrough
ENST00000596586	19	protein_coding	1	readthrough
ENST00000596617	19	protein_coding	1	readthrough
ENST00000596636	19	processed_transcript	1	readthrough
ENST00000596831	19	protein_coding	1	readthrough
ENST00000596918	19	nonsense_mediated_decay	1	readthrough
ENST00000597134	19	protein_coding	1	readthrough
ENST00000597384	19	retained_intron	1	readthrough
ENST00000597410	19	protein_coding	1	readthrough
ENST00000597658	19	protein_coding	1	readthrough
ENST00000597692	19	nonsense_mediated_decay	1	readthrough
ENST00000597712	19	nonsense_mediated_decay	1	readthrough
ENST00000597959	19	protein_coding	1	readthrough
ENST00000597961	19	protein_coding	1	readthrough
ENST00000598031	19	protein_coding	1	readthrough
ENST00000598664	19	nonsense_mediated_decay	1	readthrough
ENST00000598753	19	nonsense_mediated_decay	1	readthrough
ENST00000598846	1	processed_transcript	1	readthrough
ENST00000598884	19	nonsense_mediated_decay	1	readthrough
ENST00000598976	19	protein_coding	1	readthrough
ENST00000598982	19	processed_transcript	1	readthrough
ENST00000599109	19	processed_transcript	1	readthrough
ENST00000599166	19	nonsense_mediated_decay	1	readthrough
ENST00000599221	19	processed_transcript	1	readthrough
ENST00000599243	19	nonsense_mediated_decay	1	readthrough
ENST00000599312	19	protein_coding	1	readthrough
ENST00000599536	19	nonsense_mediated_decay	1	readthrough
ENST00000599632	19	protein_coding	1	readthrough
ENST00000599649	19	protein_coding	1	readthrough
ENST00000599674	19	nonsense_mediated_decay	1	readthrough
ENST00000599738	19	processed_transcript	1	readthrough
ENST00000599996	19	protein_coding	1	readthrough
ENST00000600029	19	nonsense_mediated_decay	1	readthrough
ENST00000600067	19	nonsense_mediated_decay	1	readthrough
ENST00000600068	19	processed_transcript	1	readthrough
ENST00000600123	19	processed_transcript	1	readthrough
ENST00000600421	19	processed_transcript	1	readthrough
ENST00000600536	16	protein_coding	1	readthrough
ENST00000600705	19	nonsense_mediated_decay	1	readthrough
ENST00000600729	19	nonsense_mediated_decay	1	readthrough
ENST00000600810	19	nonsense_mediated_decay	1	readthrough
ENST00000600981	5	protein_coding	1	readthrough
ENST00000601399	3	processed_transcript	1	readthrough
ENST00000601627	19	nonsense_mediated_decay	1	readthrough
ENST00000601636	19	nonsense_mediated_decay	1	readthrough
ENST00000601674	19	nonsense_mediated_decay	1	readthrough
ENST00000601870	19	nonsense_mediated_decay	1	readthrough
ENST00000601945	19	processed_transcript	1	readthrough
ENST00000601949	19	processed_transcript	1	readthrough
ENST00000602021	19	protein_coding	1	readthrough
ENST00000602124	19	nonsense_mediated_decay	1	readthrough
ENST00000602276	19	processed_transcript	1	readthrough
ENST00000602293	1	protein_coding	1	readthrough
ENST00000602296	1	protein_coding	1	readthrough
ENST00000602366	X	processed_transcript	1	readthrough
ENST00000602384	1	nonsense_mediated_decay	1	readthrough
ENST00000602390	10	protein_coding	1	readthrough
ENST00000602395	10	retained_intron	1	readthrough
ENST00000602438	19	processed_transcript	1	readthrough
ENST00000602446	1	protein_coding	1	readthrough
ENST00000602450	1	nonsense_mediated_decay	1	readthrough
ENST00000602459	18	nonsense_mediated_decay	1	readthrough
ENST00000602463	X	processed_transcript	1	readthrough
ENST00000602567	1	nonsense_mediated_decay	1	readthrough
ENST00000602634	1	nonsense_mediated_decay	1	readthrough
ENST00000602662	1	protein_coding	1	readthrough
ENST00000602689	19	nonsense_mediated_decay	1	readthrough
ENST00000602714	10	processed_transcript	1	readthrough
ENST00000602730	17	processed_transcript	1	readthrough
ENST00000602787	1	protein_coding	1	readthrough
ENST00000602804	19	nonsense_mediated_decay	1	readthrough
ENST00000602823	6	lincRNA	1	readthrough
ENST00000602836	13	protein_coding	1	readthrough
ENST00000602885	1	nonsense_mediated_decay	1	readthrough
ENST00000602926	18	nonsense_mediated_decay	1	readthrough
ENST00000602932	17	nonsense_mediated_decay	1	readthrough
ENST00000602956	1	nonsense_mediated_decay	1	readthrough
ENST00000602962	1	nonsense_mediated_decay	1	readthrough
ENST00000603024	19	nonsense_mediated_decay	1	readthrough
ENST00000603027	10	nonsense_mediated_decay	1	readthrough
ENST00000603099	19	processed_transcript	1	readthrough
ENST00000603193	2	unprocessed_pseudogene	1	readthrough
ENST00000603228	14	lincRNA	1	readthrough
ENST00000603271	19	protein_coding	1	readthrough
ENST00000603656	19	protein_coding	1	readthrough
ENST00000603700	7	protein_coding	1	readthrough
ENST00000603706	10	nonsense_mediated_decay	1	readthrough
ENST00000603767	2	nonsense_mediated_decay	1	readthrough
ENST00000603837	8	lincRNA	1	readthrough
ENST00000603974	19	nonsense_mediated_decay	1	readthrough
ENST00000604011	2	protein_coding	1	readthrough
ENST00000604203	1	protein_coding	1	readthrough
ENST00000604231	19	nonsense_mediated_decay	1	readthrough
ENST00000604306	14	processed_transcript	1	readthrough
ENST00000604424	19	processed_transcript	1	readthrough
ENST00000604430	16	lincRNA	1	readthrough
ENST00000604458	2	protein_coding	1	readthrough
ENST00000604534	1	protein_coding	1	readthrough
ENST00000604543	19	nonsense_mediated_decay	1	readthrough
ENST00000604577	19	protein_coding	1	readthrough
ENST00000604886	19	nonsense_mediated_decay	1	readthrough
ENST00000605006	19	nonsense_mediated_decay	1	readthrough
ENST00000605071	19	nonsense_mediated_decay	1	readthrough
ENST00000605093	19	nonsense_mediated_decay	1	readthrough
ENST00000605301	19	processed_transcript	1	readthrough
ENST00000605471	19	processed_transcript	1	readthrough
ENST00000605522	19	processed_transcript	1	readthrough
ENST00000605528	6	protein_coding	1	readthrough
ENST00000605775	19	nonsense_mediated_decay	1	readthrough
ENST00000605794	16	lincRNA	1	readthrough
ENST00000605847	14	nonsense_mediated_decay	1	readthrough
ENST00000605933	1	protein_coding	1	readthrough
ENST00000605970	10	processed_transcript	1	readthrough
ENST00000606020	19	protein_coding	1	readthrough
ENST00000606025	2	protein_coding	1	readthrough
ENST00000606219	15	processed_transcript	1	readthrough
ENST00000606425	10	protein_coding	1	readthrough
ENST00000606505	1	protein_coding	1	readthrough
ENST00000606515	1	nonsense_mediated_decay	1	readthrough
ENST00000606589	3	protein_coding	1	readthrough
ENST00000606793	15	protein_coding	1	readthrough
ENST00000606856	1	processed_transcript	1	readthrough
